ZCTA5,STATE,PLACE,CLASSFP,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,PLPOP,PLHU,PLAREA,PLAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,PLPOPPCT,PLHUPCT,PLAREAPCT,PLAREALANDPCT
00782,72,58967,U1,7258967,1652,634,2241982,2241982,19304,7535,69328497,69008763,1652,634,2241982,2241982,8.56,8.41,3.23,3.25,100,100,100,100
00783,72,20783,U1,7220783,10160,4118,5766055,5766055,36557,13798,108398610,108382318,10160,4118,5766055,5766055,27.79,29.84,5.32,5.32,100,100,100,100
00784,72,20353,U1,7220353,2131,959,1437560,1436131,44637,19159,160166753,143887987,2131,959,1437560,1436131,4.77,5.01,0.9,1,100,100,100,100
00784,72,32221,U1,7232221,22691,10254,9513347,9483932,44637,19159,160166753,143887987,22691,10254,9513347,9483932,50.83,53.52,5.94,6.59,100,100,100,100
00784,72,38671,U1,7238671,2479,1141,1436039,1436039,44637,19159,160166753,143887987,2479,1141,1436039,1436039,5.55,5.96,0.9,1,100,100,100,100
00784,72,57075,U1,7257075,2064,899,758249,756101,44637,19159,160166753,143887987,2064,899,758249,756101,4.62,4.69,0.47,0.53,100,100,100,100
00784,72,64400,U1,7264400,572,282,2358721,2358721,44637,19159,160166753,143887987,572,282,2358721,2358721,1.28,1.47,1.47,1.64,100,100,100,100
00791,72,03196,U1,7203196,1589,680,1148979,1148979,53417,25871,98579613,95711037,1589,680,1148979,1148979,2.97,2.63,1.17,1.2,100,100,100,100
00791,72,04701,U1,7204701,1309,546,1675020,1675020,53417,25871,98579613,95711037,1309,546,1675020,1675020,2.45,2.11,1.7,1.75,100,100,100,100
00791,72,09250,U1,7209250,1134,527,619465,619465,53417,25871,98579613,95711037,1134,527,619465,619465,2.12,2.04,0.63,0.65,100,100,100,100
00791,72,12568,U2,7212568,598,265,158056,158056,53417,25871,98579613,95711037,598,265,158056,158056,1.12,1.02,0.16,0.17,100,100,100,100
00791,72,12613,U1,7212613,1215,536,995163,995163,53417,25871,98579613,95711037,1215,536,995163,995163,2.27,2.07,1.01,1.04,100,100,100,100
00791,72,35532,U1,7235532,18629,8554,12657786,12642084,53417,25871,98579613,95711037,18629,8554,12773001,12757299,34.87,33.06,12.84,13.21,100,100,99.1,99.1
00791,72,40563,U1,7240563,1686,693,1395722,1395722,53417,25871,98579613,95711037,2743,1165,2534842,2534443,3.16,2.68,1.42,1.46,61.47,59.48,55.06,55.07
00791,72,58602,U1,7258602,2055,3403,8053196,7880817,53417,25871,98579613,95711037,2055,3403,8053196,7880817,3.85,13.15,8.17,8.23,100,100,100,100
00791,72,66492,U1,7266492,0,0,80902,80902,53417,25871,98579613,95711037,4964,2190,4031565,4024652,0,0,0.08,0.08,0,0,2.01,2.01
00794,72,05690,U1,7205690,2695,1161,1983225,1983225,30585,11502,91497608,91419799,2695,1161,1983225,1983225,8.81,10.09,2.17,2.17,100,100,100,100
00795,72,01089,U1,7201089,4747,1725,2343465,2323888,48736,19196,120770024,119811901,4747,1725,2343465,2323888,9.74,8.99,1.94,1.94,100,100,100,100
00795,72,13925,U1,7213925,2530,840,1019895,1014607,48736,19196,120770024,119811901,3954,1443,2453474,2442944,5.19,4.38,0.84,0.85,63.99,58.21,41.57,41.53
00795,72,31877,U1,7231877,2036,806,1257142,1257142,48736,19196,120770024,119811901,2036,806,1257142,1257142,4.18,4.2,1.04,1.05,100,100,100,100
00795,72,38972,U1,7238972,7916,3348,3841656,3798545,48736,19196,120770024,119811901,7916,3348,3841656,3798545,16.24,17.44,3.18,3.17,100,100,100,100
00795,72,47615,U1,7247615,2912,1282,1192477,1192477,48736,19196,120770024,119811901,2912,1282,1192477,1192477,5.98,6.68,0.99,1,100,100,100,100
00795,72,61545,U2,7261545,2901,1077,1510236,1502845,48736,19196,120770024,119811901,2901,1077,1510236,1502845,5.95,5.61,1.25,1.25,100,100,100,100
00795,72,64127,U1,7264127,3092,1315,1318209,1318209,48736,19196,120770024,119811901,3092,1315,1318209,1318209,6.34,6.85,1.09,1.1,100,100,100,100
00795,72,70706,U1,7270706,1038,402,648763,648763,48736,19196,120770024,119811901,1038,402,648763,648763,2.13,2.09,0.54,0.54,100,100,100,100
00901,72,76770,U1,7276770,7080,4990,2564639,2534091,7080,4990,2564639,2534091,381931,194316,120219432,102305007,100,100,100,100,1.85,2.57,2.13,2.48
00906,72,76770,U1,7276770,4,168,8247,8247,4,168,8247,8247,381931,194316,120219432,102305007,100,100,100,100,0,0.09,0.01,0.01
00907,72,76770,U1,7276770,17458,13224,3480368,3132947,17458,13224,3480368,3132947,381931,194316,120219432,102305007,100,100,100,100,4.57,6.81,2.9,3.06
00909,72,76770,U1,7276770,6230,3805,1624902,1575598,6230,3805,1624902,1575598,381931,194316,120219432,102305007,100,100,100,100,1.63,1.96,1.35,1.54
00911,72,76770,U1,7276770,8623,6096,1245504,1245504,8623,6096,1245504,1245504,381931,194316,120219432,102305007,100,100,100,100,2.26,3.14,1.04,1.22
00912,72,76770,U1,7276770,6801,3884,854044,854044,6801,3884,854044,854044,381931,194316,120219432,102305007,100,100,100,100,1.78,2,0.71,0.83
00913,72,76770,U1,7276770,9312,4065,843188,843188,9312,4065,843188,843188,381931,194316,120219432,102305007,100,100,100,100,2.44,2.09,0.7,0.82
00915,72,76770,U1,7276770,32820,16538,4422364,3601480,32820,16538,4422364,3601480,381931,194316,120219432,102305007,100,100,100,100,8.59,8.51,3.68,3.52
00917,72,76770,U1,7276770,21053,12348,3407008,3360017,21053,12348,3407008,3360017,381931,194316,120219432,102305007,100,100,100,100,5.51,6.35,2.83,3.28
00918,72,76770,U1,7276770,18056,10850,5621803,5520556,18056,10850,5621803,5520556,381931,194316,120219432,102305007,100,100,100,100,4.73,5.58,4.68,5.4
00920,72,76770,U1,7276770,17893,9322,7467316,7331380,17893,9322,7467316,7331380,381931,194316,120219432,102305007,100,100,100,100,4.68,4.8,6.21,7.17
00921,72,76770,U1,7276770,37763,17728,6931388,6931388,37763,17728,6931388,6931388,381931,194316,120219432,102305007,100,100,100,100,9.89,9.12,5.77,6.78
00923,72,76770,U1,7276770,29086,13969,5291289,5283986,29086,13969,5291289,5283986,381931,194316,120219432,102305007,100,100,100,100,7.62,7.19,4.4,5.16
00924,72,14290,U1,7214290,2348,1237,409938,409938,56691,24971,12145105,12143485,157832,72549,62397132,53490226,4.14,4.95,3.38,3.38,1.49,1.71,0.66,0.77
00924,72,76770,U1,7276770,54343,23734,11735167,11733547,56691,24971,12145105,12143485,381931,194316,120219432,102305007,95.86,95.05,96.62,96.62,14.23,12.21,9.76,11.47
00925,72,76770,U1,7276770,8696,5413,1158082,1158082,8696,5413,1158082,1158082,381931,194316,120219432,102305007,100,100,100,100,2.28,2.79,0.96,1.13
00926,72,32522,U1,7232522,360,161,201290,201290,108862,47317,63627467,62575083,75443,32992,31626627,31187125,0.33,0.34,0.32,0.32,0.48,0.49,0.64,0.65
00926,72,76770,U1,7276770,83087,36744,31739124,31627432,108862,47317,63627467,62575083,381931,194316,120219432,102305007,76.32,77.65,49.88,50.54,21.75,18.91,26.4,30.91
00926,72,83606,U1,7283606,5114,2047,3099392,3078671,108862,47317,63627467,62575083,48437,19890,19091450,18782608,4.7,4.33,4.87,4.92,10.56,10.29,16.23,16.39
00927,72,76770,U1,7276770,14936,7893,6809996,6804165,14936,7893,6809996,6804165,381931,194316,120219432,102305007,100,100,100,100,3.91,4.06,5.66,6.65
00934,72,06593,U1,7206593,121,61,1164279,1138421,288,140,1967214,1940428,185996,77646,70197968,69854342,42.01,43.57,59.18,58.67,0.07,0.08,1.66,1.63
00934,72,32522,U1,7232522,167,79,802935,802007,288,140,1967214,1940428,75443,32992,31626627,31187125,57.99,56.43,40.82,41.33,0.22,0.24,2.54,2.57
00936,72,76770,U1,7276770,681,4,417955,417955,681,4,417955,417955,381931,194316,120219432,102305007,100,100,100,100,0.18,0,0.35,0.41
00949,72,11581,U1,7211581,6868,2662,1582888,1582888,82278,33340,47734641,45604190,6868,2662,1582888,1582888,8.35,7.98,3.32,3.47,100,100,100,100
00949,72,12441,U1,7212441,16128,6312,7588406,7584711,82278,33340,47734641,45604190,16760,6558,7762139,7758444,19.6,18.93,15.9,16.63,96.23,96.25,97.76,97.76
00949,72,12560,U1,7212560,4818,2014,2626125,2620311,82278,33340,47734641,45604190,4818,2014,2626125,2620311,5.86,6.04,5.5,5.75,100,100,100,100
00949,72,15193,U1,7215193,3416,1253,1004257,1004257,82278,33340,47734641,45604190,28140,11203,18245413,12547338,4.15,3.76,2.1,2.2,12.14,11.18,5.5,8
00949,72,36263,U1,7236263,5354,2097,1581087,1581087,82278,33340,47734641,45604190,5354,2097,1980165,1978840,6.51,6.29,3.31,3.47,100,100,79.85,79.9
00949,72,45336,U1,7245336,26839,11657,6040248,5925717,82278,33340,47734641,45604190,26960,11701,6618437,5962830,32.62,34.96,12.65,12.99,99.55,99.62,91.26,99.38
00949,72,74189,U1,7274189,161,69,33089,33089,82278,33340,47734641,45604190,9705,4062,2871209,2871209,0.2,0.21,0.07,0.07,1.66,1.7,1.15,1.15
00949,72,76683,U1,7276683,2900,1119,2995673,2962869,82278,33340,47734641,45604190,2900,1119,2995673,2962869,3.52,3.36,6.28,6.5,100,100,100,100
00949,72,82617,U1,7282617,1510,666,1213039,1163332,82278,33340,47734641,45604190,1513,667,1571125,1521418,1.84,2,2.54,2.55,99.8,99.85,77.21,76.46
00952,72,45336,U1,7245336,121,44,37113,37113,10008,4169,3207681,3207681,26960,11701,6618437,5962830,1.21,1.06,1.16,1.16,0.45,0.38,0.56,0.62
00952,72,74189,U1,7274189,9544,3993,2838120,2838120,10008,4169,3207681,3207681,9705,4062,2871209,2871209,95.36,95.78,88.48,88.48,98.34,98.3,98.85,98.85
00953,72,12441,U1,7212441,632,246,173733,173733,73014,26609,70510220,69144842,16760,6558,7762139,7758444,0.87,0.92,0.25,0.25,3.77,3.75,2.24,2.24
00953,72,29813,U1,7229813,2585,929,1667496,1665663,73014,26609,70510220,69144842,2585,929,1667496,1665663,3.54,3.49,2.36,2.41,100,100,100,100
00953,72,35403,U1,7235403,2456,913,1717927,1715962,73014,26609,70510220,69144842,2456,913,1717927,1715962,3.36,3.43,2.44,2.48,100,100,100,100
00953,72,55355,U1,7255355,1561,591,843010,843010,73014,26609,70510220,69144842,1561,591,843010,843010,2.14,2.22,1.2,1.22,100,100,100,100
00953,72,57806,U1,7257806,10122,3619,3978867,3978867,73014,26609,70510220,69144842,10122,3619,3978867,3978867,13.86,13.6,5.64,5.75,100,100,100,100
00953,72,82488,U1,7282488,3713,1502,1645391,1623332,73014,26609,70510220,69144842,3713,1502,1645391,1623332,5.09,5.64,2.33,2.35,100,100,100,100
00956,72,06593,U1,7206593,57023,24075,23139514,23114676,79304,32550,68779793,68564483,185996,77646,70197968,69854342,71.9,73.96,33.64,33.71,30.66,31.01,32.96,33.09
00957,72,06593,U1,7206593,44341,17763,11183510,11182103,45680,18275,11967204,11965797,185996,77646,70197968,69854342,97.07,97.2,93.45,93.45,23.84,22.88,15.93,16.01
00959,72,06593,U1,7206593,49365,21947,16430503,16348713,50560,22445,16691457,16609667,185996,77646,70197968,69854342,97.64,97.78,98.44,98.43,26.54,28.27,23.41,23.4
00959,72,32522,U1,7232522,953,420,207531,207531,50560,22445,16691457,16609667,75443,32992,31626627,31187125,1.88,1.87,1.24,1.25,1.26,1.27,0.66,0.67
00960,72,06593,U1,7206593,1779,0,2412149,2409664,1779,0,2412149,2409664,185996,77646,70197968,69854342,100,0,100,100,0.96,0,3.44,3.45
00961,72,06593,U1,7206593,32067,13257,13439233,13254272,32429,13394,13572868,13367398,185996,77646,70197968,69854342,98.88,98.98,99.02,99.15,17.24,17.07,19.14,18.97
00961,72,15193,U1,7215193,362,137,133635,113126,32429,13394,13572868,13367398,28140,11203,18245413,12547338,1.12,1.02,0.98,0.85,1.29,1.22,0.73,0.9
00962,72,15193,U1,7215193,22491,8939,11028515,9876249,22491,8939,11028515,9876249,28140,11203,18245413,12547338,100,100,100,100,79.93,79.79,60.45,78.71
00965,72,15193,U1,7215193,1871,874,270750,270750,9134,3848,2032077,1689483,28140,11203,18245413,12547338,20.48,22.71,13.32,16.03,6.65,7.8,1.48,2.16
00965,72,32522,U1,7232522,7263,2974,1761327,1418733,9134,3848,2032077,1689483,75443,32992,31626627,31187125,79.52,77.29,86.68,83.97,9.63,9.01,5.57,4.55
00966,72,06593,U1,7206593,520,228,1124029,1124029,16676,7894,8405703,8401213,185996,77646,70197968,69854342,3.12,2.89,13.37,13.38,0.28,0.29,1.6,1.61
00966,72,32522,U1,7232522,15178,7087,6887676,6883186,16676,7894,8405703,8401213,75443,32992,31626627,31187125,91.02,89.78,81.94,81.93,20.12,21.48,21.78,22.07
