ZCTA5,STATE,PLACE,CLASSFP,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,PLPOP,PLHU,PLAREA,PLAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,PLPOPPCT,PLHUPCT,PLAREAPCT,PLAREALANDPCT
33705,12,63000,C1,1263000,26435,13605,21851225,15674376,26435,13605,21851225,15674376,244769,129401,356383629,159909751,100,100,100,100,10.8,10.51,6.13,9.8
33706,12,62885,C1,1262885,9196,7714,13734716,5465987,15901,13515,24288158,9466528,9346,7854,51190966,5514230,57.83,57.08,56.55,57.74,98.4,98.22,26.83,99.13
33706,12,72325,C1,1272325,6705,5801,10551497,4000541,15901,13515,24288158,9466528,6705,5801,13733605,4000541,42.17,42.92,43.44,42.26,100,100,76.83,100
33707,12,04735,U2,1204735,1948,1217,1094361,1030785,24599,15810,19333029,13640941,1948,1217,1094361,1030785,7.92,7.7,5.66,7.56,100,100,100,100
33707,12,28175,C1,1228175,11303,7069,8056843,6555624,24599,15810,19333029,13640941,12029,7507,10065430,7143385,45.95,44.71,41.67,48.06,93.96,94.17,80.04,91.77
33707,12,62885,C1,1262885,150,140,481148,48243,24599,15810,19333029,13640941,9346,7854,51190966,5514230,0.61,0.89,2.49,0.35,1.6,1.78,0.94,0.87
33707,12,63000,C1,1263000,6234,2978,6002191,4432949,24599,15810,19333029,13640941,244769,129401,356383629,159909751,25.34,18.84,31.05,32.5,2.55,2.3,1.68,2.77
33707,12,67675,C1,1267675,4964,4406,2980378,1573340,24599,15810,19333029,13640941,4964,4406,2980378,1573340,20.18,27.87,15.42,11.53,100,100,100,100
33708,12,04200,U1,1204200,2562,1466,3741683,1718272,15447,12793,20891237,8834919,2931,1638,5378072,3335976,16.59,11.46,17.91,19.45,87.41,89.5,69.57,51.51
33708,12,42400,C1,1242400,4263,4044,6866989,2548793,15447,12793,20891237,8834919,4263,4044,8449854,2548793,27.6,31.61,32.87,28.85,100,100,81.27,100
33708,12,49725,C1,1249725,1417,1453,2159483,684808,15447,12793,20891237,8834919,1417,1453,2686294,684808,9.17,11.36,10.34,7.75,100,100,80.39,100
33708,12,59725,C1,1259725,1427,1013,2597821,927716,15447,12793,20891237,8834919,1427,1013,3355390,927716,9.24,7.92,12.43,10.5,100,100,77.42,100
33708,12,59750,C1,1259750,2121,1987,2190304,843967,15447,12793,20891237,8834919,2121,1987,3017678,843967,13.73,15.53,10.48,9.55,100,100,72.58,100
33708,12,64975,C1,1264975,1173,1032,1342285,1014783,15447,12793,20891237,8834919,17233,10344,14597256,13199411,7.59,8.07,6.43,11.49,6.81,9.98,9.2,7.69
33709,12,36175,C1,1236175,4980,2306,1953554,1870784,26023,14296,14531001,13294587,4980,2306,1953554,1870784,19.14,16.13,13.44,14.07,100,100,100,100
33709,12,39775,U1,1239775,3007,1355,2163134,2124440,26023,14296,14531001,13294587,19879,10584,10548333,10375934,11.56,9.48,14.89,15.98,15.13,12.8,20.51,20.47
33709,12,56975,C1,1256975,267,139,205557,190406,26023,14296,14531001,13294587,49079,23458,41895476,40159549,1.03,0.97,1.41,1.43,0.54,0.59,0.49,0.47
33709,12,63000,C1,1263000,2000,923,1101534,1091586,26023,14296,14531001,13294587,244769,129401,356383629,159909751,7.69,6.46,7.58,8.21,0.82,0.71,0.31,0.68
33709,12,64975,C1,1264975,153,192,573242,545292,26023,14296,14531001,13294587,17233,10344,14597256,13199411,0.59,1.34,3.94,4.1,0.89,1.86,3.93,4.13
33709,12,76481,U2,1276481,15616,9381,7595943,7438041,26023,14296,14531001,13294587,15651,9398,8276824,8114456,60.01,65.62,52.27,55.95,99.78,99.82,91.77,91.66
33710,12,63000,C1,1263000,32780,15644,23703129,20556531,32780,15644,23703129,20556531,244769,129401,356383629,159909751,100,100,100,100,13.39,12.09,6.65,12.86
33711,12,28175,C1,1228175,726,438,1035180,587761,19162,8995,14935895,12348595,12029,7507,10065430,7143385,3.79,4.87,6.93,4.76,6.04,5.83,10.28,8.23
33711,12,63000,C1,1263000,18436,8557,13900715,11760834,19162,8995,14935895,12348595,244769,129401,356383629,159909751,96.21,95.13,93.07,95.24,7.53,6.61,3.9,7.35
33712,12,63000,C1,1263000,25066,11732,16965376,15167346,25066,11732,16965376,15167346,244769,129401,356383629,159909751,100,100,100,100,10.24,9.07,4.76,9.48
33713,12,63000,C1,1263000,29812,14834,17287467,16973901,29812,14834,17287467,16973901,244769,129401,356383629,159909751,100,100,100,100,12.18,11.46,4.85,10.61
33714,12,39775,U1,1239775,13968,7711,7105746,6983864,18531,9798,9727444,9589008,19879,10584,10548333,10375934,75.38,78.7,73.05,72.83,70.27,72.86,67.36,67.31
33714,12,56975,C1,1256975,4,3,196160,186346,18531,9798,9727444,9589008,49079,23458,41895476,40159549,0.02,0.03,2.02,1.94,0.01,0.01,0.47,0.46
33714,12,63000,C1,1263000,4559,2084,2425538,2418798,18531,9798,9727444,9589008,244769,129401,356383629,159909751,24.6,21.27,24.93,25.22,1.86,1.61,0.68,1.51
33715,12,63000,C1,1263000,3683,4393,6524079,2094942,7407,6646,33112151,9453337,244769,129401,356383629,159909751,49.72,66.1,19.7,22.16,1.5,3.39,1.83,1.31
33715,12,71825,U1,1271825,3721,2252,12597573,3140730,7407,6646,33112151,9453337,3721,2252,12597573,3140730,50.24,33.89,38.05,33.22,100,100,100,100
33716,12,56975,C1,1256975,0,0,1241076,1127531,15424,9840,22270612,18839096,49079,23458,41895476,40159549,0,0,5.57,5.99,0,0,2.96,2.81
33716,12,63000,C1,1263000,15048,9514,19487482,16306110,15424,9840,22270612,18839096,244769,129401,356383629,159909751,97.56,96.69,87.5,86.55,6.15,7.35,5.47,10.2
33744,12,04200,U1,1204200,148,1,1513086,1494401,148,1,1513086,1494401,2931,1638,5378072,3335976,100,100,100,100,5.05,0.06,28.13,44.8
33755,12,12875,C1,1212875,24852,11264,14962939,13193073,26146,11821,15679536,13906331,107685,59156,101629661,66204140,95.05,95.29,95.43,94.87,23.08,19.04,14.72,19.93
33755,12,18575,C1,1218575,0,0,512,512,26146,11821,15679536,13906331,35321,21113,73361335,26823031,0,0,0,0,0,0,0,0
33756,12,05075,C1,1205075,3869,2232,7361003,4472612,31275,15921,23295042,18740077,3869,2232,7364035,4475644,12.37,14.02,31.6,23.87,100,100,99.96,99.93
33756,12,12875,C1,1212875,17325,8777,10279744,8770123,31275,15921,23295042,18740077,107685,59156,101629661,66204140,55.4,55.13,44.13,46.8,16.09,14.84,10.11,13.25
33756,12,39425,C1,1239425,4227,2252,2462311,2371852,31275,15921,23295042,18740077,77648,46859,48140898,45629661,13.52,14.14,10.57,12.66,5.44,4.81,5.11,5.2
33759,12,12875,C1,1212875,15465,8162,18374442,10666252,17820,9155,24144852,14006906,107685,59156,101629661,66204140,86.78,89.15,76.1,76.15,14.36,13.8,18.08,16.11
33759,12,62425,C1,1262425,6,3,107320,107320,17820,9155,24144852,14006906,16884,8062,13141166,12691709,0.03,0.03,0.44,0.77,0.04,0.04,0.82,0.85
33760,12,39425,C1,1239425,5248,2879,5087392,4759713,15133,7549,13830488,13246579,77648,46859,48140898,45629661,34.68,38.14,36.78,35.93,6.76,6.14,10.57,10.43
33760,12,56975,C1,1256975,281,5,1796607,1664260,15133,7549,13830488,13246579,49079,23458,41895476,40159549,1.86,0.07,12.99,12.56,0.57,0.02,4.29,4.14
33760,12,67462,U1,1267462,5195,2001,2572966,2563539,15133,7549,13830488,13246579,5195,2001,2574301,2563539,34.33,26.51,18.6,19.35,100,100,99.95,100
33761,12,12875,C1,1212875,11744,5871,10024487,9752316,18167,10475,14102877,13770231,107685,59156,101629661,66204140,64.64,56.05,71.08,70.82,10.91,9.92,9.86,14.73
33761,12,18575,C1,1218575,0,0,29694,29694,18167,10475,14102877,13770231,35321,21113,73361335,26823031,0,0,0.21,0.22,0,0,0.04,0.11
33761,12,51350,C1,1251350,0,0,4205,4205,18167,10475,14102877,13770231,13591,5871,24998083,22541606,0,0,0.03,0.03,0,0,0.02,0.02
33761,12,62425,C1,1262425,311,279,231105,231105,18167,10475,14102877,13770231,16884,8062,13141166,12691709,1.71,2.66,1.64,1.68,1.84,3.46,1.76,1.82
33762,12,21945,U1,1221945,3420,2037,9320194,7799293,8499,3151,23006443,18919599,3420,2037,9320194,7799293,40.24,64.65,40.51,41.22,100,100,100,100
33762,12,39425,C1,1239425,258,192,425097,412522,8499,3151,23006443,18919599,77648,46859,48140898,45629661,3.04,6.09,1.85,2.18,0.33,0.41,0.88,0.9
33762,12,56975,C1,1256975,1542,863,5095448,4859603,8499,3151,23006443,18919599,49079,23458,41895476,40159549,18.14,27.39,22.15,25.69,3.14,3.68,12.16,12.1
33762,12,63000,C1,1263000,15,7,4747578,2778044,8499,3151,23006443,18919599,244769,129401,356383629,159909751,0.18,0.22,20.64,14.68,0.01,0.01,1.33,1.74
33762,12,67462,U1,1267462,0,0,1335,0,8499,3151,23006443,18919599,5195,2001,2574301,2563539,0,0,0.01,0,0,0,0.05,0
33763,12,12875,C1,1212875,6856,3452,4073443,3842144,17887,11212,9605607,8991793,107685,59156,101629661,66204140,38.33,30.79,42.41,42.73,6.37,5.84,4.01,5.8
33763,12,18575,C1,1218575,552,368,307500,284027,17887,11212,9605607,8991793,35321,21113,73361335,26823031,3.09,3.28,3.2,3.16,1.56,1.74,0.42,1.06
33763,12,27360,U2,1227360,1610,879,1236892,1142199,17887,11212,9605607,8991793,2502,1238,1640599,1545148,9,7.84,12.88,12.7,64.35,71,75.39,73.92
33764,12,12875,C1,1212875,12053,7491,6867208,6493402,24045,14288,19487663,17247428,107685,59156,101629661,66204140,50.13,52.43,35.24,37.65,11.19,12.66,6.76,9.81
33764,12,39425,C1,1239425,5748,3671,5548099,5288476,24045,14288,19487663,17247428,77648,46859,48140898,45629661,23.91,25.69,28.47,30.66,7.4,7.83,11.52,11.59
33764,12,56975,C1,1256975,148,190,497565,473461,24045,14288,19487663,17247428,49079,23458,41895476,40159549,0.62,1.33,2.55,2.75,0.3,0.81,1.19,1.18
33765,12,12875,C1,1212875,11383,5689,8363258,8232900,13275,6714,10821885,10644801,107685,59156,101629661,66204140,85.75,84.73,77.28,77.34,10.57,9.62,8.23,12.44
33767,12,12875,C1,1212875,8007,8450,19746465,5141176,8007,8450,19746465,5141176,107685,59156,101629661,66204140,100,100,100,100,7.44,14.28,19.43,7.77
33770,12,05075,C1,1205075,0,0,3032,3032,25281,14697,14831487,13425573,3869,2232,7364035,4475644,0,0,0.02,0.02,0,0,0.04,0.07
33770,12,05125,C1,1205125,2031,1386,1598819,1161660,25281,14697,14831487,13425573,2031,1386,1598819,1161660,8.03,9.43,10.78,8.65,100,100,100,100
33770,12,28650,U1,1228650,2860,1332,2506970,1826749,25281,14697,14831487,13425573,2860,1332,2506970,1826749,11.31,9.06,16.9,13.61,100,100,100,100
33770,12,39425,C1,1239425,20189,11886,10619992,10331458,25281,14697,14831487,13425573,77648,46859,48140898,45629661,79.86,80.87,71.6,76.95,26,25.37,22.06,22.64
33771,12,39425,C1,1239425,26035,15989,12322882,11739289,29839,18113,15950638,15231284,77648,46859,48140898,45629661,87.25,88.27,77.26,77.07,33.53,34.12,25.6,25.73
33771,12,56975,C1,1256975,0,0,158,158,29839,18113,15950638,15231284,49079,23458,41895476,40159549,0,0,0,0,0,0,0,0
33772,12,04200,U1,1204200,221,171,123303,123303,22981,12485,15722015,13449376,2931,1638,5378072,3335976,0.96,1.37,0.78,0.92,7.54,10.44,2.29,3.7
33772,12,64975,C1,1264975,9708,6058,6515376,6064786,22981,12485,15722015,13449376,17233,10344,14597256,13199411,42.24,48.52,41.44,45.09,56.33,58.57,44.63,45.95
33773,12,39425,C1,1239425,2252,1287,2212477,2128116,16826,8532,14429468,12923742,77648,46859,48140898,45629661,13.38,15.08,15.33,16.47,2.9,2.75,4.6,4.66
33773,12,56975,C1,1256975,3720,1889,3144764,2961706,16826,8532,14429468,12923742,49079,23458,41895476,40159549,22.11,22.14,21.79,22.92,7.58,8.05,7.51,7.37
33774,12,39425,C1,1239425,9574,6012,6413817,5776668,17712,10148,12898505,11914630,77648,46859,48140898,45629661,54.05,59.24,49.73,48.48,12.33,12.83,13.32,12.66
33774,12,60275,U1,1260275,1005,328,613599,608402,17712,10148,12898505,11914630,2558,924,1535027,1527233,5.67,3.23,4.76,5.11,39.29,35.5,39.97,39.84
33774,12,64975,C1,1264975,0,0,577,470,17712,10148,12898505,11914630,17233,10344,14597256,13199411,0,0,0,0,0,0,0,0
33776,12,64975,C1,1264975,144,51,344368,330060,12402,5591,10262907,8942454,17233,10344,14597256,13199411,1.16,0.91,3.36,3.69,0.84,0.49,2.36,2.5
33777,12,03480,U2,1203480,9732,4465,5921813,5730095,17140,7997,17233756,14892745,9732,4465,5921813,5730095,56.78,55.83,34.36,38.48,100,100,100,100
33777,12,56975,C1,1256975,169,101,1512291,1457461,17140,7997,17233756,14892745,49079,23458,41895476,40159549,0.99,1.26,8.78,9.79,0.34,0.43,3.61,3.63
33777,12,64975,C1,1264975,3622,2047,4334394,3769652,17140,7997,17233756,14892745,17233,10344,14597256,13199411,21.13,25.6,25.15,25.31,21.02,19.79,29.69,28.56
33778,12,39425,C1,1239425,4117,2691,2950851,2821567,14263,7445,10109014,9668584,77648,46859,48140898,45629661,28.86,36.15,29.19,29.18,5.3,5.74,6.13,6.18
33778,12,60275,U1,1260275,1553,596,921428,918831,14263,7445,10109014,9668584,2558,924,1535027,1527233,10.89,8.01,9.11,9.5,60.71,64.5,60.03,60.16
33778,12,64975,C1,1264975,2433,964,1487014,1474368,14263,7445,10109014,9668584,17233,10344,14597256,13199411,17.06,12.95,14.71,15.25,14.12,9.32,10.19,11.17
33781,12,39775,U1,1239775,650,428,199768,195728,25922,11672,17687682,17242783,19879,10584,10548333,10375934,2.51,3.67,1.13,1.14,3.27,4.04,1.89,1.89
33781,12,56975,C1,1256975,22928,10264,14225459,14055096,25922,11672,17687682,17242783,49079,23458,41895476,40159549,88.45,87.94,80.43,81.51,46.72,43.75,33.95,35
33781,12,76481,U2,1276481,35,17,680881,676415,25922,11672,17687682,17242783,15651,9398,8276824,8114456,0.14,0.15,3.85,3.92,0.22,0.18,8.23,8.34
33782,12,56975,C1,1256975,19640,9697,13298470,12507863,20850,10187,14877916,13942814,49079,23458,41895476,40159549,94.2,95.19,89.38,89.71,40.02,41.34,31.74,31.15
33782,12,63000,C1,1263000,0,0,33307,33307,20850,10187,14877916,13942814,244769,129401,356383629,159909751,0,0,0.22,0.24,0,0,0.01,0.02
33785,12,33625,C1,1233625,4113,3476,3653236,2180496,5533,6101,8329232,3056612,4113,3476,3653236,2180496,74.34,56.97,43.86,71.34,100,100,100,100
33785,12,33675,C1,1233675,1420,2625,2424664,876116,5533,6101,8329232,3056612,1420,2625,2424664,876116,25.66,43.03,29.11,28.66,100,100,100,100
33785,12,59750,C1,1259750,0,0,8145,0,5533,6101,8329232,3056612,2121,1987,3017678,843967,0,0,0.1,0,0,0,0.27,0
33786,12,05100,C1,1205100,1560,1105,4451570,1240922,1669,1160,5783598,1392879,1560,1105,4451570,1240922,93.47,95.26,76.97,89.09,100,100,100,100
33786,12,05150,C1,1205150,109,55,912998,151957,1669,1160,5783598,1392879,109,55,912998,151957,6.53,4.74,15.79,10.91,100,100,100,100
33801,12,13775,U1,1213775,5577,2468,5370711,5339409,33741,15131,54551029,49458166,5577,2468,5370711,5339409,16.53,16.31,9.85,10.8,100,100,100,100
33801,12,15725,U1,1215725,5514,2307,7119349,6498129,33741,15131,54551029,49458166,5514,2307,7119349,6498129,16.34,15.25,13.05,13.14,100,100,100,100
33801,12,25125,U1,1225125,1861,1138,7557083,7273072,33741,15131,54551029,49458166,5561,2981,14941131,14361229,5.52,7.52,13.85,14.71,33.47,38.18,50.58,50.64
33801,12,38250,C1,1238250,15109,6435,12801578,11186623,33741,15131,54551029,49458166,97422,48218,192405697,169052086,44.78,42.53,23.47,22.62,15.51,13.35,6.65,6.62
33803,12,38250,C1,1238250,25257,13611,27979532,24855236,27094,14416,43791194,40352718,97422,48218,192405697,169052086,93.22,94.42,63.89,61.59,25.93,28.23,14.54,14.7
33805,12,38250,C1,1238250,19149,8601,53879798,47309411,23153,10166,78159045,69552545,97422,48218,192405697,169052086,82.71,84.61,68.94,68.02,19.66,17.84,28,27.99
33809,12,38250,C1,1238250,8150,4622,12635048,11708219,28929,12810,232663947,228769659,97422,48218,192405697,169052086,28.17,36.08,5.43,5.12,8.37,9.59,6.57,6.93
33809,12,57950,C1,1257950,25,10,663480,659813,28929,12810,232663947,228769659,1562,661,5071996,4401198,0.09,0.08,0.29,0.29,1.6,1.51,13.08,14.99
33810,12,35950,U1,1235950,6332,2397,18740178,18634993,44254,18967,147586650,145179675,6332,2397,18740178,18634993,14.31,12.64,12.7,12.84,100,100,100,100
33810,12,38250,C1,1238250,8439,4085,10497062,10164209,44254,18967,147586650,145179675,97422,48218,192405697,169052086,19.07,21.54,7.11,7,8.66,8.47,5.46,6.01
33811,12,38250,C1,1238250,2341,986,35721525,35313589,20980,8715,72692736,72022587,97422,48218,192405697,169052086,11.16,11.31,49.14,49.03,2.4,2.04,18.57,20.89
33811,12,43925,U1,1243925,7802,3237,12706922,12616923,20980,8715,72692736,72022587,8892,3666,14640658,14466170,37.19,37.14,17.48,17.52,87.74,88.3,86.79,87.22
33811,12,77862,U1,1277862,1545,726,1166857,1129699,20980,8715,72692736,72022587,6732,2300,8248150,8182200,7.36,8.33,1.61,1.57,22.95,31.57,14.15,13.81
33812,12,30225,U1,1230225,7538,2842,14735079,14725978,13166,5032,26983189,25326239,10834,4062,20823679,20738759,57.25,56.48,54.61,58.15,69.58,69.97,70.76,71.01
33812,12,38250,C1,1238250,55,19,64711,64711,13166,5032,26983189,25326239,97422,48218,192405697,169052086,0.42,0.38,0.24,0.26,0.06,0.04,0.03,0.04
33813,12,25025,U1,1225025,0,0,3223,3223,31698,12812,43013286,39896298,8758,3464,13579641,12603434,0,0,0.01,0.01,0,0,0.02,0.03
33813,12,30225,U1,1230225,2642,991,3141534,3140461,31698,12812,43013286,39896298,10834,4062,20823679,20738759,8.33,7.73,7.3,7.87,24.39,24.4,15.09,15.14
33813,12,38250,C1,1238250,9974,4255,10965919,10408186,31698,12812,43013286,39896298,97422,48218,192405697,169052086,31.47,33.21,25.49,26.09,10.24,8.82,5.7,6.16
33813,12,38262,U1,1238262,11056,4510,14565933,12551364,31698,12812,43013286,39896298,11056,4510,14565933,12551364,34.88,35.2,33.86,31.46,100,100,100,100
33813,12,43925,U1,1243925,1090,429,1933736,1849247,31698,12812,43013286,39896298,8892,3666,14640658,14466170,3.44,3.35,4.5,4.64,12.26,11.7,13.21,12.78
33813,12,47200,C1,1247200,1,1,480995,424683,31698,12812,43013286,39896298,3817,1914,15001757,13522601,0,0.01,1.12,1.06,0.03,0.05,3.21,3.14
33815,12,38250,C1,1238250,8947,5603,14400413,13322450,14267,7643,20426824,19222946,97422,48218,192405697,169052086,62.71,73.31,70.5,69.3,9.18,11.62,7.48,7.88
33823,12,02550,C1,1202550,13485,5660,42522416,27460966,28874,12427,99768004,80584457,13507,5670,52832616,34929253,46.7,45.55,42.62,34.08,99.84,99.82,80.49,78.62
33823,12,25125,U1,1225125,3700,1843,7384048,7088157,28874,12427,99768004,80584457,5561,2981,14941131,14361229,12.81,14.83,7.4,8.8,66.53,61.82,49.42,49.36
33823,12,34000,U1,1234000,49,28,11933,11933,28874,12427,99768004,80584457,6403,2833,5160760,4940391,0.17,0.23,0.01,0.01,0.77,0.99,0.23,0.24
33823,12,38250,C1,1238250,0,0,59284,55081,28874,12427,99768004,80584457,97422,48218,192405697,169052086,0,0,0.06,0.07,0,0,0.03,0.03
33823,12,78275,C1,1278275,0,0,62504,62504,28874,12427,99768004,80584457,33874,17037,103407790,81058007,0,0,0.06,0.08,0,0,0.06,0.08
33825,12,02750,C1,1202750,8836,4162,21157292,18528496,24942,12093,355145790,326612758,8836,4162,21157292,18528496,35.43,34.42,5.96,5.67,100,100,100,100
33825,12,40100,U1,1240100,7,3,5146402,5146402,24942,12093,355145790,326612758,657,272,77298556,77275317,0.03,0.02,1.45,1.58,1.07,1.1,6.66,6.66
33827,12,02900,U1,1202900,1356,462,3945737,3945737,3036,1356,91352402,78481634,1356,462,3945737,3945737,44.66,34.07,4.32,5.03,100,100,100,100
33827,12,24900,C1,1224900,1,1,1496042,1496042,3036,1356,91352402,78481634,2992,1570,49752795,27611207,0.03,0.07,1.64,1.91,0.03,0.06,3.01,5.42
33827,12,30700,C1,1230700,254,131,413252,413252,3036,1356,91352402,78481634,254,131,413252,413252,8.37,9.66,0.45,0.53,100,100,100,100
33830,12,01100,U1,1201100,2350,875,77621392,71679224,27542,10883,381012147,329297654,4185,1690,155214817,139678981,8.53,8.04,20.37,21.77,56.15,51.78,50.01,51.32
33830,12,03675,C1,1203675,17259,7115,118511782,102968014,27542,10883,381012147,329297654,17298,7130,135416621,118803131,62.66,65.38,31.1,31.27,99.77,99.79,87.52,86.67
33830,12,18875,C1,1218875,0,0,30955,30955,27542,10883,381012147,329297654,2255,908,9355813,4906905,0,0,0.01,0.01,0,0,0.33,0.63
33830,12,30225,U1,1230225,654,229,2947066,2872320,27542,10883,381012147,329297654,10834,4062,20823679,20738759,2.37,2.1,0.77,0.87,6.04,5.64,14.15,13.85
33830,12,32250,U1,1232250,159,61,380854,380854,27542,10883,381012147,329297654,366,142,1082026,1082026,0.58,0.56,0.1,0.12,43.44,42.96,35.2,35.2
33830,12,47200,C1,1247200,0,0,16289,16289,27542,10883,381012147,329297654,3817,1914,15001757,13522601,0,0,0,0,0,0,0.11,0.12
33830,12,78275,C1,1278275,3,1,2960646,2876843,27542,10883,381012147,329297654,33874,17037,103407790,81058007,0.01,0.01,0.78,0.87,0.01,0.01,2.86,3.55
33834,12,07775,C1,1207775,2930,1006,3274424,3270647,7448,2217,489920539,466414185,2930,1006,3274424,3270647,39.34,45.38,0.67,0.7,100,100,100,100
33834,12,23850,U1,1223850,101,37,10469299,10469299,7448,2217,489920539,466414185,101,37,10469299,10469299,1.36,1.67,2.14,2.24,100,100,100,100
33834,12,23875,U1,1223875,231,94,26852839,26852839,7448,2217,489920539,466414185,231,94,26852839,26852839,3.1,4.24,5.48,5.76,100,100,100,100
33837,12,16450,C1,1216450,2848,1523,7662619,7341002,20234,10886,140559946,132758063,2888,1535,8660391,8337741,14.08,13.99,5.45,5.53,98.61,99.22,88.48,88.05
33837,12,28400,C1,1228400,1470,577,4276099,4061387,20234,10886,140559946,132758063,20535,9076,51039342,47623021,7.26,5.3,3.04,3.06,7.16,6.36,8.38,8.53
33837,12,41400,U1,1241400,392,313,3315050,2754536,20234,10886,140559946,132758063,2680,2019,9810103,9012279,1.94,2.88,2.36,2.07,14.63,15.5,33.79,30.56
33837,12,57900,U1,1257900,0,0,573070,527827,20234,10886,140559946,132758063,53193,21318,188875896,186159655,0,0,0.41,0.4,0,0,0.3,0.28
33838,12,18550,C1,1218550,3488,1608,15666417,14069783,3515,1619,16925705,15163082,3717,1724,29643463,26128371,99.23,99.32,92.56,92.79,93.84,93.27,52.85,53.85
33838,12,37975,C1,1237975,23,9,868925,702936,3515,1619,16925705,15163082,1231,582,10677318,8131329,0.65,0.56,5.13,4.64,1.87,1.55,8.14,8.64
33839,12,18875,C1,1218875,1862,776,4732402,3167168,2756,1126,8992647,7412583,2255,908,9355813,4906905,67.56,68.92,52.63,42.73,82.57,85.46,50.58,64.55
33839,12,78275,C1,1278275,3,2,517495,516210,2756,1126,8992647,7412583,33874,17037,103407790,81058007,0.11,0.18,5.75,6.96,0.01,0.01,0.5,0.64
33841,12,01100,U1,1201100,774,330,61525696,52644709,8722,3611,449513376,411998515,4185,1690,155214817,139678981,8.87,9.14,13.69,12.78,18.49,19.53,39.64,37.69
33841,12,24100,C1,1224100,5626,2453,13636200,13031498,8722,3611,449513376,411998515,5626,2453,13649216,13044514,64.5,67.93,3.03,3.16,100,100,99.9,99.9
33843,12,24900,C1,1224900,2991,1569,48256753,26115165,11093,5202,302077337,264722649,2992,1570,49752795,27611207,26.96,30.16,15.97,9.87,99.97,99.94,96.99,94.58
33844,12,16450,C1,1216450,40,12,997772,996739,33804,16590,285759352,258511093,2888,1535,8660391,8337741,0.12,0.07,0.35,0.39,1.39,0.78,11.52,11.95
33844,12,18550,C1,1218550,148,61,3887363,3883726,33804,16590,285759352,258511093,3717,1724,29643463,26128371,0.44,0.37,1.36,1.5,3.98,3.54,13.11,14.86
33844,12,27635,U2,1227635,1752,1399,11241327,10434406,33804,16590,285759352,258511093,1752,1399,11241327,10434406,5.18,8.43,3.93,4.04,100,100,100,100
33844,12,28400,C1,1228400,19065,8499,46763243,43561634,33804,16590,285759352,258511093,20535,9076,51039342,47623021,56.4,51.23,16.36,16.85,92.84,93.64,91.62,91.47
33844,12,37525,C1,1237525,8,3,2056485,2041479,33804,16590,285759352,258511093,5015,2169,34128053,24032342,0.02,0.02,0.72,0.79,0.16,0.14,6.03,8.49
33844,12,37975,C1,1237975,240,142,2279011,2276243,33804,16590,285759352,258511093,1231,582,10677318,8131329,0.71,0.86,0.8,0.88,19.5,24.4,21.34,27.99
33844,12,57900,U1,1257900,144,79,14709083,14222420,33804,16590,285759352,258511093,53193,21318,188875896,186159655,0.43,0.48,5.15,5.5,0.27,0.37,7.79,7.64
33844,12,78275,C1,1278275,12,3,89605,84261,33804,16590,285759352,258511093,33874,17037,103407790,81058007,0.04,0.02,0.03,0.03,0.04,0.02,0.09,0.1
33847,12,24100,C1,1224100,0,0,13016,13016,227,89,2816934,2809196,5626,2453,13649216,13044514,0,0,0.46,0.46,0,0,0.1,0.1
33847,12,32250,U1,1232250,207,81,701172,701172,227,89,2816934,2809196,366,142,1082026,1082026,91.19,91.01,24.89,24.96,56.56,57.04,64.8,64.8
33850,12,02550,C1,1202550,0,0,1843303,0,7519,3692,58536548,47640965,13507,5670,52832616,34929253,0,0,3.15,0,0,0,3.49,0
33850,12,37525,C1,1237525,5000,2161,29479738,21746341,7519,3692,58536548,47640965,5015,2169,34128053,24032342,66.5,58.53,50.36,45.65,99.7,99.63,86.38,90.49
33850,12,78275,C1,1278275,2,1,59460,59460,7519,3692,58536548,47640965,33874,17037,103407790,81058007,0.03,0.03,0.1,0.12,0.01,0.01,0.06,0.07
33851,12,37975,C1,1237975,907,404,5544480,4914379,907,404,5544480,4914379,1231,582,10677318,8131329,100,100,100,100,73.68,69.42,51.93,60.44
33852,12,38625,C1,1238625,2223,1040,9621124,8871459,21790,12566,943304182,863904366,2223,1040,9621124,8871459,10.2,8.28,1.02,1.03,100,100,100,100
33853,12,38950,C1,1238950,9894,4565,17187811,15398444,11161,5115,23806603,21132819,14225,6900,51688138,48414248,88.65,89.25,72.2,72.87,69.55,66.16,33.25,31.81
33859,12,01100,U1,1201100,1061,485,16067729,15355048,10582,5356,130652681,117346353,4185,1690,155214817,139678981,10.03,9.06,12.3,13.09,25.35,28.7,10.35,10.99
33859,12,15515,U1,1215515,1722,774,1576291,1574789,10582,5356,130652681,117346353,1722,774,1576291,1574789,16.27,14.45,1.21,1.34,100,100,100,100
33859,12,18550,C1,1218550,38,31,298109,207328,10582,5356,130652681,117346353,3717,1724,29643463,26128371,0.36,0.58,0.23,0.18,1.02,1.8,1.01,0.79
33859,12,38950,C1,1238950,3628,2017,25307396,24235564,10582,5356,130652681,117346353,14225,6900,51688138,48414248,34.28,37.66,19.37,20.65,25.5,29.23,48.96,50.06
33859,12,75475,U1,1275475,496,258,1050766,922048,10582,5356,130652681,117346353,767,398,4103580,3873720,4.69,4.82,0.8,0.79,64.67,64.82,25.61,23.8
